scenario_id,has_lesion,lesion_size_mm,lesion_x,lesion_y,lesion_z,epsilon_variation,sigma_variation,coupling_thickness,noise_level,split,group,size_bucket,region,shape,epsilon_anomaly_variation,sigma_anomaly_variation,head_scale,head_rotation_deg,analysis_profile
518,1,20.1531,-0.004109,0.048192,0.066532,-2.8999,-6.9139,0.02,medium,train,A_anomaly,large,boundary,ellipsoid,-3.3898,13.2129,1.1000,-15.0000,varied
519,1,8.0924,-0.021171,-0.036412,0.012366,-6.1668,-4.8602,0.03,high,train,A_anomaly,small,boundary,ellipsoid,14.0846,2.3471,1.1000,0.0000,varied
520,1,14.4192,0.010573,0.038804,-0.009034,-8.8077,-2.523,0.01,medium,train,A_anomaly,medium,boundary,sphere,4.6597,-5.6309,0.9000,0.0000,varied
521,1,27.0622,0.001682,0.00996,0.041346,4.7114,-7.7051,0.02,high,val,A_anomaly,large,deep,sphere,-1.7426,-3.0112,0.9500,0.0000,varied
522,1,22.5618,0.038246,-0.025023,0.003116,4.1313,4.6551,0.03,high,train,A_anomaly,large,boundary,sphere,-3.5714,0.6998,0.9500,-15.0000,varied
523,1,20.338,-0.010452,-0.002321,0.039057,-6.1514,-5.8932,0.01,high,train,A_anomaly,large,deep,ellipsoid,0.3223,13.7232,0.9500,0.0000,varied
524,1,26.1869,-0.036259,-0.019007,0.057388,-1.1676,3.9223,0.02,medium,train,A_anomaly,large,left,sphere,1.8285,1.7996,1.1000,-15.0000,varied
525,1,27.5028,-0.002893,0.006395,-0.014898,6.7766,-5.6336,0.03,low,train,A_anomaly,large,deep,sphere,13.9798,6.2748,1.0500,-10.0000,varied
526,1,20.7685,-0.040204,0.002475,0.056276,-8.58,-3.081,0.01,high,test,A_anomaly,large,boundary,ellipsoid,-13.8106,1.4243,0.9000,-10.0000,varied
527,1,9.9637,-0.042922,0.019589,0.026904,7.7905,-5.8821,0.02,high,val,A_anomaly,small,left,sphere,-14.866,-1.7098,1.0000,0.0000,varied
528,1,22.8358,-0.041882,0.00421,-0.032607,9.8294,2.3424,0.03,high,train,A_anomaly,large,left,sphere,-11.2932,6.8191,0.9000,-10.0000,varied
529,1,22.2553,0.007695,0.010775,0.01218,7.0225,7.1397,0.01,high,val,A_anomaly,large,deep,sphere,-2.6418,-11.6303,0.9500,5.0000,varied
530,1,9.0473,-0.042374,0.016429,0.039402,7.9003,5.0902,0.02,medium,train,A_anomaly,small,boundary,sphere,0.9816,0.5925,1.1000,-15.0000,varied
531,1,8.449,0.027423,0.026997,0.020025,1.1654,-1.357,0.03,medium,train,A_anomaly,small,right,ellipsoid,14.3889,-9.2359,0.9000,5.0000,varied
532,1,14.0887,0.040528,0.010326,-0.044942,-4.1796,5.4467,0.01,high,val,A_anomaly,medium,right,ellipsoid,-3.8772,-5.0649,0.9500,-15.0000,varied
533,1,18.8655,0.002641,-0.001556,0.033096,-6.6298,-6.27,0.02,low,train,A_anomaly,medium,deep,sphere,-4.7858,-1.6147,1.0000,15.0000,varied
534,1,21.7312,-0.011791,0.010352,0.038247,5.6223,9.858,0.03,high,test,A_anomaly,large,deep,sphere,10.2051,-11.0682,0.9000,-15.0000,varied
535,1,13.6216,0.041145,-0.020192,0.023671,-3.1419,-0.3789,0.01,low,val,A_anomaly,medium,right,ellipsoid,5.0235,-1.8246,1.1000,-15.0000,varied
536,1,10.0796,0.001954,-0.002775,-0.027123,-1.0326,-3.41,0.02,high,train,A_anomaly,medium,deep,sphere,13.8306,-9.7132,1.0500,0.0000,varied
537,1,23.9751,-0.032579,0.011417,-0.041807,0.3036,-7.7801,0.03,medium,train,A_anomaly,large,left,ellipsoid,-9.5469,-9.2416,0.9500,-15.0000,varied
538,1,17.8241,-0.020978,0.006973,0.058869,-3.5022,9.0018,0.01,low,val,A_anomaly,medium,left,sphere,7.0276,-2.1449,0.9000,-5.0000,varied
539,1,21.1138,0.00851,-0.009182,-0.000789,-4.9857,3.5668,0.02,high,val,A_anomaly,large,deep,sphere,-6.2679,8.3436,0.9500,-10.0000,varied
540,1,8.5844,0.032694,-0.019115,0.028098,9.4981,-8.1009,0.03,medium,train,A_anomaly,small,right,sphere,9.5353,-6.3876,0.9500,10.0000,varied
541,1,25.207,0.010196,0.01109,0.012649,0.8694,-2.7857,0.01,low,train,A_anomaly,large,deep,sphere,4.9715,-4.6039,1.1000,15.0000,varied
542,1,20.8214,0.040382,0.000584,0.043234,3.6174,8.9603,0.02,low,train,A_anomaly,large,right,sphere,2.8028,-6.9677,1.0000,0.0000,baseline_nominal
543,1,9.9864,0.021937,-0.017994,-0.045454,5.102,-4.8348,0.03,high,train,A_anomaly,small,right,ellipsoid,-13.0099,6.7376,1.1000,-5.0000,varied
544,1,7.0658,0.025821,0.03842,-0.053475,-4.6753,2.8764,0.01,low,train,A_anomaly,small,boundary,sphere,-3.0232,-7.2849,1.0000,0.0000,baseline_nominal
545,1,5.4315,0.049998,-0.026049,-0.048783,4.9194,-2.8893,0.02,low,train,A_anomaly,small,right,sphere,-2.5746,-9.1212,1.0000,-15.0000,varied
546,1,5.4546,0.04858,0.028395,-0.010724,-0.0056,1.6202,0.03,low,train,A_anomaly,small,right,sphere,-0.1087,11.3694,0.9500,-10.0000,varied
547,1,28.6373,-0.002371,0.053601,-0.079218,-2.5622,6.5424,0.01,high,train,A_anomaly,large,boundary,sphere,-5.7331,0.8632,1.0000,0.0000,varied
548,1,14.4874,-0.01033,0.048293,-0.000703,-4.7874,9.895,0.02,high,val,A_anomaly,medium,boundary,sphere,-4.874,2.2046,1.0000,-15.0000,varied
549,1,20.4837,0.026671,0.025299,-0.002501,-5.001,-7.2399,0.03,high,val,A_anomaly,large,right,sphere,9.247,9.922,0.9000,15.0000,varied
550,1,23.6746,-0.023321,-0.018574,-0.049988,-8.1689,-2.3648,0.01,medium,val,A_anomaly,large,left,sphere,3.6296,-13.8481,1.0500,-10.0000,varied
551,1,16.4006,-0.011004,0.001106,0.027557,-5.4384,5.1163,0.02,medium,train,A_anomaly,medium,deep,sphere,9.0616,3.7949,0.9000,10.0000,varied
552,1,10.5934,-0.002761,-0.001665,0.03026,6.7902,-7.8215,0.03,medium,val,A_anomaly,medium,deep,ellipsoid,-8.9615,-2.3392,1.0500,0.0000,varied
553,1,9.4641,-0.005925,0.008035,0.03782,-8.0922,9.7809,0.01,medium,val,A_anomaly,small,deep,sphere,5.9035,6.3526,1.0000,15.0000,varied
554,1,7.1875,-0.02584,-0.026933,-0.006141,-7.9807,6.1802,0.02,low,val,A_anomaly,small,left,sphere,3.8657,-7.1257,0.9500,10.0000,varied
555,1,27.1783,-0.010851,0.010667,0.018638,8.9184,-3.2002,0.03,low,val,A_anomaly,large,deep,sphere,2.4362,-10.7196,1.1000,0.0000,varied
556,1,9.1506,-0.040501,0.01674,0.005472,-6.4881,-6.6846,0.01,medium,train,A_anomaly,small,left,sphere,-9.1909,-2.492,0.9000,0.0000,varied
557,1,9.5478,0.039295,-0.004746,0.026646,-7.6157,-8.8822,0.02,low,train,A_anomaly,small,right,sphere,9.9893,3.0269,1.0000,0.0000,baseline_nominal
558,1,5.6076,0.029032,0.029907,0.052824,-7.4595,-7.8477,0.03,low,train,A_anomaly,small,right,sphere,9.2955,-7.6221,1.0500,10.0000,varied
559,1,7.7889,0.029144,0.020301,-0.053108,-4.0349,-5.0212,0.01,medium,train,A_anomaly,small,right,sphere,-11.7239,14.6445,0.9000,-5.0000,varied
560,1,9.1499,-0.042697,-0.017305,-0.011272,-0.9048,9.2077,0.02,medium,val,A_anomaly,small,left,ellipsoid,-7.0515,-12.654,1.0500,5.0000,varied
561,1,9.7759,0.010428,-0.009732,-0.016978,7.3252,3.7852,0.03,medium,train,A_anomaly,small,deep,ellipsoid,-1.2803,-13.2539,1.1000,5.0000,varied
562,1,5.1782,-0.025488,-0.002764,-0.046865,-7.5418,-5.8204,0.01,low,test,A_anomaly,small,left,sphere,-13.4396,8.2341,1.1000,-15.0000,varied
563,1,9.0355,0.033041,0.038286,-0.077975,1.4169,0.9137,0.02,high,test,A_anomaly,small,boundary,sphere,-4.7769,-8.8885,0.9500,0.0000,varied
564,1,13.023,-0.035762,0.024322,-0.056154,-6.2183,-5.1436,0.03,high,val,A_anomaly,medium,left,sphere,-11.6714,4.6638,0.9500,10.0000,varied
565,1,8.5166,-0.018503,0.048624,-0.054495,-7.6975,-4.3254,0.01,high,val,A_anomaly,small,boundary,sphere,-9.3225,-0.814,1.0000,-10.0000,varied
566,1,8.2123,-0.048999,0.005487,0.063408,-1.0373,1.0243,0.02,low,train,A_anomaly,small,left,sphere,0.4941,-6.3522,1.0000,0.0000,varied
567,1,13.0478,0.010873,0.011153,-0.015624,7.5246,4.1129,0.03,medium,test,A_anomaly,medium,deep,sphere,14.8166,-5.9378,1.0500,15.0000,varied
568,1,23.0761,0.007282,-0.001233,0.017193,-2.2807,5.0947,0.01,medium,train,A_anomaly,large,deep,ellipsoid,8.9147,-7.1066,0.9000,-5.0000,varied
569,1,9.3806,-0.008241,0.046877,-0.033121,4.1021,-3.5468,0.02,low,train,A_anomaly,small,boundary,ellipsoid,13.6431,0.9462,0.9000,10.0000,varied
570,1,7.2605,-0.018928,0.01251,0.009537,-0.6687,4.7176,0.03,high,train,A_anomaly,small,left,sphere,12.022,-5.7711,0.9500,-15.0000,varied
571,1,21.6888,-0.005307,0.009555,0.021533,-8.9122,0.8194,0.01,high,train,A_anomaly,large,deep,sphere,-14.4398,4.5999,1.0000,-10.0000,varied
572,1,7.5582,-0.034036,-0.015124,-0.061729,-2.3096,-1.2091,0.02,high,train,A_anomaly,small,left,sphere,12.7193,4.3404,1.0000,15.0000,varied
573,1,14.6954,0.007868,-0.002679,-0.046751,1.4417,-7.4846,0.03,medium,train,A_anomaly,medium,deep,sphere,7.0105,-13.5323,1.0000,0.0000,varied
574,1,15.5756,0.044905,0.001449,-0.069674,4.197,2.828,0.01,low,train,A_anomaly,medium,right,ellipsoid,-2.1476,-6.1864,1.0500,5.0000,varied
575,1,16.4657,-0.04009,-0.026152,0.034447,-0.6724,-2.509,0.02,low,val,A_anomaly,medium,left,sphere,-0.6399,7.7465,1.0000,0.0000,baseline_nominal
576,1,8.1688,0.009937,0.009931,0.0264,-6.7881,2.1802,0.03,medium,val,A_anomaly,small,deep,sphere,-9.5424,-9.8392,1.1000,-15.0000,varied
577,1,27.0996,0.036567,-0.018817,0.073002,5.7869,8.1926,0.01,medium,train,A_anomaly,large,boundary,sphere,-1.7509,2.4637,1.0500,10.0000,varied
578,1,18.7881,-0.007159,0.050976,-0.026975,3.0534,1.1005,0.02,medium,val,A_anomaly,medium,boundary,sphere,8.7619,-2.3336,0.9500,15.0000,varied
579,1,24.1582,0.038389,-0.023563,-0.058057,-6.9421,-6.0274,0.03,high,train,A_anomaly,large,boundary,sphere,-4.0624,2.894,1.0000,-15.0000,varied
580,1,8.8194,-0.034244,-0.024425,0.032063,0.8584,3.7489,0.01,medium,train,A_anomaly,small,left,sphere,0.9117,6.5959,1.1000,0.0000,varied
581,1,11.172,0.050788,-0.006922,0.012451,-8.029,-1.5901,0.02,low,val,A_anomaly,medium,boundary,sphere,-6.2643,4.0619,0.9000,-10.0000,varied
582,1,28.5055,-0.010906,0.004413,0.000542,-4.6375,-3.1355,0.03,high,train,A_anomaly,large,deep,sphere,1.6594,6.2929,0.9500,10.0000,varied
583,1,5.6439,0.040164,0.035147,-0.078233,4.1031,1.0467,0.01,medium,train,A_anomaly,small,boundary,sphere,-8.3428,5.1091,0.9500,-10.0000,varied
584,1,13.5283,-0.045854,-0.026839,0.038093,-9.1199,-5.5557,0.02,high,train,A_anomaly,medium,left,sphere,-9.515,-5.1392,1.0000,15.0000,varied
585,1,22.8788,0.003722,0.009776,-0.049368,-6.5847,1.8665,0.03,high,train,A_anomaly,large,deep,ellipsoid,12.4709,2.2476,1.0500,-5.0000,varied
586,1,11.8453,-0.025653,-0.01785,-0.000325,-3.4461,-7.5724,0.01,high,train,A_anomaly,medium,left,sphere,-9.9599,-2.8355,1.0000,10.0000,varied
587,1,7.2742,0.008339,0.000743,0.015695,-8.0503,-0.1367,0.02,low,test,A_anomaly,small,deep,sphere,-1.327,-7.6209,1.0500,-15.0000,varied
588,1,22.2263,0.03109,-0.000989,0.007588,-2.183,-1.63,0.03,low,train,A_anomaly,large,right,sphere,-2.5055,5.5197,1.0000,0.0000,baseline_nominal
589,1,20.9397,-0.008579,0.003807,0.029694,-4.3707,3.9218,0.01,medium,train,A_anomaly,large,deep,sphere,7.3837,8.2256,1.1000,-5.0000,varied
590,1,9.092,0.019759,-0.008434,0.004417,6.1951,0.8598,0.02,high,train,A_anomaly,small,right,sphere,-2.4259,-1.0307,1.1000,-10.0000,varied
591,1,7.818,-0.010888,-0.002957,0.012008,-7.2059,-3.677,0.03,medium,train,A_anomaly,small,deep,sphere,-2.5521,-10.7294,1.0500,15.0000,varied
592,1,11.2779,-0.045902,-0.011321,-0.044742,-2.9406,8.9238,0.01,low,train,A_anomaly,medium,left,sphere,-1.9874,6.506,1.0500,10.0000,varied
593,1,11.179,0.006242,0.002715,0.049767,-9.3757,5.6137,0.02,medium,val,A_anomaly,medium,deep,sphere,-8.7702,-0.7248,0.9000,10.0000,varied
594,1,12.2402,-0.031099,-0.030615,-0.071674,-1.0147,-6.9276,0.03,low,train,A_anomaly,medium,boundary,ellipsoid,3.7543,-6.6786,1.1000,-5.0000,varied
595,1,15.2039,-0.000986,0.004682,0.02772,-7.3478,8.3869,0.01,medium,train,A_anomaly,medium,deep,ellipsoid,1.3951,-4.5909,1.0500,-15.0000,varied
596,1,5.7539,0.045162,0.002794,0.034652,3.4833,3.5638,0.02,medium,train,A_anomaly,small,right,sphere,-10.3904,10.3515,0.9500,0.0000,varied
597,1,27.0859,-0.03151,0.020665,0.023034,3.5983,-6.9775,0.03,low,train,A_anomaly,large,left,sphere,-5.6528,4.9043,1.1000,5.0000,varied
598,1,8.9921,0.039151,0.012546,0.06441,-3.6806,-9.9214,0.01,medium,train,A_anomaly,small,right,sphere,6.304,10.106,1.0000,-15.0000,varied
599,1,17.0192,-0.003486,-0.000303,0.002663,5.1793,9.6413,0.02,medium,train,A_anomaly,medium,deep,sphere,-0.2487,0.4063,0.9500,-15.0000,varied
600,1,20.3237,0.001018,0.00727,-0.044484,7.047,-7.6286,0.03,low,test,A_anomaly,large,deep,ellipsoid,-3.5321,-8.6709,0.9500,-10.0000,varied
601,1,11.3861,-0.015407,-0.002144,0.067904,2.7057,-1.9089,0.01,low,val,A_anomaly,medium,left,sphere,-10.2218,-14.8763,0.9500,-15.0000,varied
602,1,7.3552,0.032641,0.028489,0.010354,2.6109,-8.9964,0.02,medium,train,A_anomaly,small,boundary,sphere,3.8179,5.3932,1.1000,-10.0000,varied
603,1,10.645,0.027853,0.030953,0.075404,9.9454,8.6187,0.03,medium,train,A_anomaly,medium,boundary,sphere,10.5306,13.9604,1.0000,5.0000,varied
604,1,22.9199,0.020646,0.008123,-0.045376,5.817,9.42,0.01,low,test,A_anomaly,large,right,sphere,-11.935,2.7023,1.0000,0.0000,baseline_nominal
605,1,23.6566,-0.04691,-0.000107,0.040471,6.4106,3.2653,0.02,high,train,A_anomaly,large,boundary,ellipsoid,0.8058,0.8069,0.9500,-10.0000,varied
606,1,12.3838,0.005612,-0.048102,0.005394,9.5028,7.3315,0.03,high,test,A_anomaly,medium,boundary,sphere,10.1856,5.1592,1.1000,0.0000,varied
607,1,19.2414,0.027691,0.030988,-0.04017,-9.6159,-6.7577,0.01,low,train,A_anomaly,medium,boundary,sphere,-9.0581,-11.572,1.0000,0.0000,baseline_nominal
608,1,17.1027,-0.009935,0.04286,0.021867,-9.9602,6.1866,0.02,low,test,A_anomaly,medium,boundary,sphere,5.1924,-4.2396,0.9500,0.0000,varied
609,1,17.4093,0.018551,-0.007251,0.060378,4.5073,-7.6479,0.03,low,train,A_anomaly,medium,right,ellipsoid,10.1258,-1.0441,1.0000,0.0000,baseline_nominal
610,1,6.6933,-0.010044,-0.004653,0.020128,-3.483,0.597,0.01,medium,train,A_anomaly,small,deep,sphere,-8.8722,-3.8212,1.0000,-10.0000,varied
611,1,6.5315,-0.046596,0.007322,0.006384,-8.0001,-4.0564,0.02,low,test,A_anomaly,small,left,sphere,3.5075,-14.0538,1.1000,5.0000,varied
612,1,5.7174,-0.032644,0.027273,-0.050748,-2.6061,8.9516,0.03,medium,train,A_anomaly,small,left,sphere,10.637,-2.1441,1.0500,-10.0000,varied
613,1,27.88,0.021203,-0.034406,0.058288,8.33,9.6071,0.01,medium,train,A_anomaly,large,boundary,sphere,-0.1388,0.6261,1.0000,10.0000,varied
614,1,18.4145,-0.030796,-0.027251,-0.049565,3.218,-5.1358,0.02,high,train,A_anomaly,medium,boundary,ellipsoid,6.4661,-2.9482,1.0500,10.0000,varied
615,1,29.5286,-0.048807,-0.018263,0.059675,4.1874,5.7901,0.03,high,train,A_anomaly,large,left,sphere,4.2989,-11.5355,0.9000,15.0000,varied
616,1,17.7118,0.009763,-0.01014,-0.036279,7.6357,8.0817,0.01,medium,train,A_anomaly,medium,deep,sphere,-4.798,-14.081,1.0000,-5.0000,varied
617,1,17.5076,-0.008375,0.049771,0.075372,-6.8375,2.3507,0.02,high,train,A_anomaly,medium,boundary,sphere,8.1131,10.1082,1.1000,15.0000,varied
618,1,5.2241,-0.043694,0.008471,0.043936,8.7775,2.634,0.03,low,train,A_anomaly,small,left,ellipsoid,6.7111,-10.6497,1.0000,0.0000,baseline_nominal
619,1,6.0293,0.03727,-0.016675,-0.034372,7.1223,-8.6117,0.01,low,train,A_anomaly,small,right,sphere,5.7196,5.8447,1.1000,15.0000,varied
620,1,18.0648,0.044014,-0.013105,-0.008546,-4.0326,9.0177,0.02,medium,train,A_anomaly,medium,right,ellipsoid,7.9707,8.3807,1.1000,-15.0000,varied
621,1,6.4575,-0.021014,0.042314,0.049422,-0.6919,5.1115,0.03,high,train,A_anomaly,small,boundary,sphere,-3.5549,-13.7308,0.9500,15.0000,varied
622,1,26.6066,-0.0195,-0.018175,-0.030692,-5.4981,-7.1235,0.01,medium,train,A_anomaly,large,left,ellipsoid,0.3752,-0.1784,1.0000,5.0000,varied
623,1,17.0373,0.007222,-0.007642,0.049362,7.309,-8.335,0.02,low,train,A_anomaly,medium,deep,sphere,5.3092,7.7287,1.0000,0.0000,baseline_nominal
624,1,11.0526,0.008782,-0.007487,-0.018579,-9.5791,-0.6995,0.03,high,train,A_anomaly,medium,deep,sphere,-11.8164,-1.4589,0.9000,0.0000,varied
625,1,22.6252,-0.028455,0.029224,-0.027687,-7.954,-9.8571,0.01,high,train,A_anomaly,large,boundary,ellipsoid,-5.091,-13.6041,1.1000,15.0000,varied
626,1,20.137,-0.02888,-0.00876,0.044428,-0.5441,0.1422,0.02,high,train,A_anomaly,large,left,sphere,2.4086,3.986,1.0000,5.0000,varied
627,1,22.1268,-0.002524,0.0032,-0.042919,-0.1527,-9.3264,0.03,low,train,A_anomaly,large,deep,ellipsoid,5.6371,-8.0213,1.0000,15.0000,varied
628,1,10.7599,-0.008809,-0.009219,0.031061,-7.5968,8.1432,0.01,low,val,A_anomaly,medium,deep,sphere,8.3454,-1.7536,1.0000,0.0000,baseline_nominal
629,1,19.4894,0.045889,-0.012808,-0.057996,-7.3633,5.9916,0.02,low,train,A_anomaly,medium,right,sphere,1.2071,8.5936,1.0500,-5.0000,varied
630,1,10.536,0.032188,0.007486,-0.041254,6.2323,-7.4381,0.03,medium,test,A_anomaly,medium,right,ellipsoid,12.3613,14.3552,1.0000,0.0000,varied
631,1,26.2494,-0.003097,0.047956,0.01053,-5.3044,-5.212,0.01,low,val,A_anomaly,large,boundary,sphere,-12.7114,-0.3543,1.0500,-15.0000,varied
632,1,18.3155,-0.050096,0.017656,0.078394,3.3427,-5.9598,0.02,medium,train,A_anomaly,medium,boundary,ellipsoid,-5.7645,2.0273,0.9000,15.0000,varied
633,1,6.0222,-0.007389,-0.011934,0.030431,-9.9142,3.8428,0.03,high,test,A_anomaly,small,deep,ellipsoid,-10.4947,1.0679,1.1000,10.0000,varied
634,1,9.4291,-0.004152,-0.004645,-0.023621,-8.6674,6.2853,0.01,low,train,A_anomaly,small,deep,sphere,10.7086,2.7953,1.1000,5.0000,varied
635,1,9.3037,0.006389,-0.00662,0.037824,7.4486,-7.5737,0.02,medium,train,A_anomaly,small,deep,sphere,-0.0408,-3.051,1.1000,15.0000,varied
636,1,7.2285,-0.04762,0.022602,0.038211,0.6032,2.5667,0.03,low,test,A_anomaly,small,left,ellipsoid,-3.4812,-9.4195,1.1000,10.0000,varied
637,1,14.5045,-0.039948,-0.027298,-0.043944,8.3908,3.5871,0.01,medium,train,A_anomaly,medium,boundary,sphere,-11.0548,-3.2748,0.9500,5.0000,varied
638,1,14.4115,0.040649,-0.005204,0.01837,3.4876,-2.7763,0.02,low,val,A_anomaly,medium,right,sphere,13.9018,-10.7443,0.9000,0.0000,varied
639,1,14.1458,-0.03013,0.024897,0.060442,0.8974,0.1395,0.03,medium,val,A_anomaly,medium,left,ellipsoid,12.6412,11.6708,1.1000,-10.0000,varied
640,1,24.9047,-0.042566,0.008416,-0.012034,-5.5119,-6.099,0.01,low,train,A_anomaly,large,left,ellipsoid,-14.6111,8.4194,0.9500,-5.0000,varied
641,1,11.7328,0.001306,0.009739,0.026322,-6.8016,4.8351,0.02,medium,train,A_anomaly,medium,deep,sphere,5.1904,-8.4414,1.0000,15.0000,varied
642,1,25.3611,-0.040406,-0.027538,-0.05987,-3.5124,3.8446,0.03,low,train,A_anomaly,large,left,sphere,5.7963,8.6031,0.9500,5.0000,varied
643,1,25.5635,0.01252,0.0508,-0.043111,7.0043,8.8582,0.01,high,train,A_anomaly,large,boundary,sphere,-9.0025,6.349,1.0000,10.0000,varied
644,1,15.5573,-0.006322,-0.005702,0.049093,2.3304,2.9362,0.02,medium,val,A_anomaly,medium,deep,ellipsoid,-8.6881,1.2499,1.0000,-5.0000,varied
645,1,28.1094,-0.022674,-0.001672,-0.064988,8.0502,-4.0655,0.03,medium,train,A_anomaly,large,left,sphere,0.7638,-0.9716,1.0500,-5.0000,varied
646,1,29.6958,0.010469,0.048321,-0.059517,5.2949,3.5224,0.01,high,val,A_anomaly,large,boundary,sphere,-12.9322,-9.6234,0.9000,-15.0000,varied
647,1,24.2626,0.02093,-0.001749,-4.7e-05,8.5049,0.059,0.02,low,train,A_anomaly,large,right,sphere,-10.0674,-1.518,1.0000,0.0000,baseline_nominal
648,1,6.9973,0.04677,0.022717,-0.063561,4.137,-6.5975,0.03,medium,test,A_anomaly,small,boundary,sphere,11.4248,-1.6929,1.1000,-10.0000,varied
649,1,10.5811,-0.018632,-0.012561,0.05913,-4.5411,5.0363,0.01,medium,train,A_anomaly,medium,left,ellipsoid,-7.8612,6.9739,0.9000,-15.0000,varied
650,1,28.7994,-0.0051,0.002174,0.014467,0.1674,-6.6937,0.02,high,train,A_anomaly,large,deep,ellipsoid,3.2101,3.3863,1.0500,-15.0000,varied
651,1,13.2435,-0.023729,0.026267,-0.026958,6.1862,-5.68,0.03,low,val,A_anomaly,medium,left,sphere,7.4493,-4.8376,1.1000,5.0000,varied
652,1,14.2229,-0.044085,-0.00528,0.073077,-3.6958,-6.0402,0.01,low,train,A_anomaly,medium,boundary,sphere,-6.4904,9.5869,1.0000,0.0000,varied
653,1,24.9204,-0.015674,-0.021084,0.055903,-0.9649,1.0533,0.02,low,train,A_anomaly,large,left,sphere,9.4671,0.1185,0.9500,0.0000,varied
654,1,23.9797,0.037994,-0.004106,0.046669,3.2345,3.156,0.03,medium,train,A_anomaly,large,right,sphere,7.2564,5.0103,0.9500,-5.0000,varied
655,1,22.0009,0.039071,0.026014,-0.050489,8.588,4.9329,0.01,low,train,A_anomaly,large,right,ellipsoid,-11.3354,9.8391,1.0500,-10.0000,varied
656,1,13.094,0.045221,0.001126,-0.043649,1.1675,2.3748,0.02,medium,train,A_anomaly,medium,boundary,ellipsoid,-0.151,14.4899,0.9000,10.0000,varied
657,1,23.8025,-0.042556,0.003167,-0.025426,-9.288,2.6678,0.03,medium,train,A_anomaly,large,boundary,sphere,-13.6661,-1.8975,1.0000,15.0000,varied
658,1,16.5648,0.011003,-0.049476,0.058836,6.3992,-2.4673,0.01,low,train,A_anomaly,medium,boundary,ellipsoid,-13.3604,-5.3012,1.0000,0.0000,baseline_nominal
659,1,15.6203,-0.02408,0.009259,-0.051858,-4.891,1.8475,0.02,high,train,A_anomaly,medium,left,sphere,0.3835,-14.4155,1.0500,0.0000,varied
660,1,8.4758,-0.037664,-0.027734,0.027809,3.2398,-3.8497,0.03,low,test,A_anomaly,small,left,sphere,10.1023,10.5239,1.0500,5.0000,varied
661,1,13.2229,0.011798,0.009697,0.001711,4.2567,1.6857,0.01,medium,val,A_anomaly,medium,deep,ellipsoid,14.4262,8.0624,0.9500,-15.0000,varied
662,1,5.1768,-0.042371,0.001658,0.015336,3.6918,-2.8729,0.02,high,train,A_anomaly,small,left,sphere,4.2553,9.4388,1.1000,0.0000,varied
663,1,15.057,-0.003556,-0.000103,-0.007231,-4.9519,3.4502,0.03,high,train,A_anomaly,medium,deep,sphere,-4.5588,2.1445,0.9000,-5.0000,varied
664,1,13.1859,-0.004478,-0.006781,0.045606,9.345,4.9422,0.01,medium,val,A_anomaly,medium,deep,sphere,-8.741,-4.7483,0.9000,5.0000,varied
665,1,15.5904,-0.026476,0.031862,-0.048274,-5.6795,-3.7091,0.02,low,train,A_anomaly,medium,boundary,sphere,-13.8217,-10.3094,1.0000,0.0000,varied
666,1,17.0044,0.027975,-0.04162,0.036457,-1.7282,-9.0237,0.03,low,train,A_anomaly,medium,boundary,sphere,13.5437,-14.6189,0.9000,5.0000,varied
667,1,14.8661,-0.007249,0.00068,-0.01313,-3.1639,0.4166,0.01,high,train,A_anomaly,medium,deep,sphere,8.4862,-6.5204,1.0500,10.0000,varied
668,1,8.6638,0.031596,-0.017221,-0.011,4.682,-7.8282,0.02,medium,test,A_anomaly,small,right,ellipsoid,-4.5872,6.9561,0.9000,-10.0000,varied
669,1,7.967,0.038799,-0.00749,-0.057134,-0.2383,2.3362,0.03,medium,train,A_anomaly,small,right,sphere,-6.8965,-5.2923,1.0500,5.0000,varied
670,1,20.5682,-0.049204,-0.020601,-0.042136,-0.4142,-7.2258,0.01,low,train,A_anomaly,large,left,sphere,5.1163,2.4284,1.0500,0.0000,varied
671,1,17.4269,-0.036477,0.025119,-0.007953,-2.3404,8.0163,0.02,low,val,A_anomaly,medium,left,sphere,-3.1229,-2.78,1.0500,10.0000,varied
672,1,28.2993,-0.02458,0.015695,-0.006078,5.9284,-6.0893,0.03,low,train,A_anomaly,large,left,sphere,-13.827,-6.9625,1.0500,5.0000,varied
673,1,5.9423,0.017234,-0.026308,-0.068773,-5.6509,2.1542,0.01,low,train,A_anomaly,small,right,sphere,8.6487,0.2131,1.0000,0.0000,baseline_nominal
674,1,12.8405,-0.025033,-0.00155,-0.036796,-1.8239,-9.731,0.02,low,train,A_anomaly,medium,left,sphere,3.9234,1.5407,1.1000,10.0000,varied
675,1,7.5735,-0.039767,-0.031334,-0.041136,-0.3052,-2.5274,0.03,low,train,A_anomaly,small,boundary,ellipsoid,-14.0245,12.7195,1.1000,10.0000,varied
676,1,19.9698,-0.028415,0.025839,-0.029384,-3.252,-5.749,0.01,low,train,A_anomaly,medium,left,sphere,-10.5438,6.9071,0.9500,10.0000,varied
677,1,12.5552,0.015977,0.039781,-0.034345,3.1247,8.161,0.02,low,train,A_anomaly,medium,boundary,sphere,10.3055,2.545,0.9000,0.0000,varied
678,1,7.6095,0.001203,0.004811,0.003139,8.1182,7.5172,0.03,medium,train,A_anomaly,small,deep,sphere,-5.6311,-12.9871,0.9500,0.0000,varied
